study_id,score,combo,event_type,event_actuator,event_receiver,elapse_time,distance_between_players,distance_since_last_displacement_trigger,distance_trend,movement_trend,is_first_playthrough
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,33,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,GettingHit,P1Enemy,P1,34,6.75,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,34,6.75,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,35,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,Buff,P1,P1Enemy,36,6.75,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyKill,P2,P2Enemy,36,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,Displacement,P1,P2,37,9.02,6.35,Farther,Sideways,True
dFnaoU2Jvf5a,0,0,GettingHit,P1Enemy,P1,38,9.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,39,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,Displacement,P1,P2,39,6.12,2.02,Closer,Sideways,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,39,6.12,-1,None,None,True
