study_id,player,avg_score,max_score,avg_combo,max_combo,avg_distance_between_players,max_distance_between_players,avg_distance_since_last_displacement,max_distance_since_last_displacement,closer_distance_trend_count,same_distance_trend_count,farther_distance_trend_count,toward_movement_trend_count,away_movement_trend_count,sideways_movement_trend_count,buff_count,buff_on_p1enemy_count,buff_on_p2enemy_count,nerf_count,nerf_on_p1enemy_count,nerf_on_p2enemy_count,effect_on_p1enemy_count,effect_on_p2enemy_count,secondary_attack_count,getting_hit_count,bullet_miss_count,enemy_kill_count,enemy_hit_count,label
VHRYocEOGzQz,P1,1214.7437325905291,2751,3.253481894150418,15,4.838300835654595,8.61,3.1966666666666663,9.41,4,0,5,4,3,2,4,4,0,2,2,0,8,4,22,8,77,84,153,FOCUS - yourself
VHRYocEOGzQz,P2,1092.2606382978724,2751,3.2872340425531914,15,3.5,6.26,2.734615384615384,4.7,5,0,8,3,6,4,0,0,0,11,0,11,0,0,12,8,135,90,107,FOCUS - yourself
VHRYoco7Oww7,P1,1392.905487804878,2347,2.2957317073170733,11,4.392225609756098,4.73,2.1933333333333334,2.57,2,0,1,3,0,0,2,1,1,9,0,9,2,0,16,10,68,83,137,FOCUS - partner
VHRYoco7Oww7,P2,1320.6986666666667,2347,2.4426666666666668,11,4.6981600000000014,4.73,2.54,3.07,1,0,1,0,2,0,3,1,2,10,10,0,2,20,15,10,107,75,153,FOCUS - partner
VHRYocw0blfK,P1,1272.9079365079365,2178,2.358730158730159,14,5.109174603174604,7.18,2.670833333333334,5.12,3,0,9,3,3,6,11,11,0,2,0,2,22,0,18,8,55,78,131,FOCUS - yourself
VHRYocw0blfK,P2,1164.1815286624203,2194,2.213375796178344,14,6.167452229299366,6.48,2.0425,2.15,2,0,2,2,1,1,1,1,0,10,8,2,2,16,12,11,86,70,120,FOCUS - partner
X5Jph6Fg8w1Z,P1,718.1346938775511,1321,2.220408163265306,12,1.5090204081632652,2.69,2.8324999999999996,3.55,3,0,1,3,0,1,1,1,0,7,5,2,2,10,25,4,45,65,94,FOCUS - yourself
X5Jph6Fg8w1Z,P2,725.3943661971831,1325,2.119718309859155,12,0.5370070422535212,2.66,2.4675,3.85,4,0,0,0,4,0,2,0,2,5,3,2,0,6,19,12,31,71,140,FOCUS - partner
X5Jph6h8Jh7c,P1,696.8108108108108,1553,2.266891891891892,12,11.065270270270268,12.51,4.3675,11.46,2,0,2,2,0,2,4,3,1,4,0,4,6,0,21,9,47,73,134,FOCUS - partner
X5Jph6h8Jh7c,P2,708.8266666666667,1553,2.4,12,7.7869,12.34,2.388,3.92,2,0,3,1,1,3,5,5,0,10,9,1,10,18,14,10,43,65,148,FOCUS - partner
YcjPeUJTgYQ2,P1,2228.168044077135,4888,4.895316804407713,27,6.523415977961433,7.4,2.01,2.01,0,0,1,1,0,0,6,6,0,4,4,0,12,8,23,4,86,85,154,FOCUS - yourself
YcjPeUJTgYQ2,P2,2279.320916905444,4888,5.1203438395415475,30,3.5284813753581665,5.1,6.14,10.27,1,0,1,0,2,0,0,0,0,9,0,9,0,0,17,2,106,89,124,FOCUS - partner
YcjPeUNd94dm,P1,1592.5775401069518,4388,3.8449197860962565,23,4.306951871657753,9.18,5.718333333333334,15.7,4,0,2,3,1,2,11,3,8,0,0,0,6,0,22,7,67,80,181,FOCUS - partner
YcjPeUNd94dm,P2,1550.0091463414635,4388,3.698170731707317,23,4.556067073170732,4.57,2.01,2.01,0,0,1,0,1,0,2,2,0,11,1,10,4,2,7,4,78,84,141,FOCUS - yourself
YcjPeUb9iqUo,P1,1917.9127906976744,3531,2.36046511627907,11,1.9438953488372095,5.67,2.3000000000000003,2.81,3,0,1,3,0,1,9,2,7,1,0,1,4,0,22,10,69,77,152,FOCUS - yourself
YcjPeUb9iqUo,P2,1883.2113095238096,3531,2.5625,11,2.5479166666666666,5.67,15.102,64.56,3,0,2,0,3,2,3,1,2,6,0,6,2,0,15,4,70,79,154,FOCUS - partner
YcjPeUfWPCEt,P1,2055.72676056338,5605,4.8,26,2.354788732394366,2.72,10.846666666666666,28.52,2,0,1,1,1,1,7,7,0,3,3,0,14,6,20,12,75,81,154,FOCUS - yourself
YcjPeUfWPCEt,P2,1967.110759493671,5605,4.667721518987341,26,2.0107278481012663,2.03,2.0,2.0,1,0,0,0,0,1,2,2,0,9,2,7,4,4,15,7,89,78,115,FOCUS - yourself
bAVwxJ0RQEYL,P1,3796.5597826086955,10618,9.60054347826087,40,1.4522826086956524,3.45,10.68,21.99,3,0,1,3,0,1,7,7,0,0,0,0,14,0,19,3,22,76,237,FOCUS - yourself
bAVwxJR6A6LK,P1,2680.647239263804,7303,5.208588957055214,36,0.8065030674846625,2.86,6.765,11.52,2,0,0,1,1,0,3,1,2,1,0,1,2,0,20,7,32,82,179,FOCUS - partner
bAVwxJR6A6LK,P2,2524.9014925373135,7303,5.023880597014926,36,2.73,2.73,2.0,2.0,1,0,0,0,1,0,5,5,0,7,1,6,10,2,14,8,71,83,146,FOCUS - partner
dFnaoU2Jvf5a,P1,1853.7959770114942,4619,2.3304597701149423,17,9.414051724137929,14.2,5.055,16.28,6,0,10,5,6,5,10,10,0,0,0,0,20,0,18,19,6,74,205,FOCUS - yourself
dFnaoU2Jvf5a,P2,1806.8275862068965,4619,2.510344827586207,17,7.561586206896553,10.78,2.827142857142858,4.4,7,0,7,3,6,5,6,2,4,2,0,2,4,0,19,14,13,68,154,FOCUS - yourself
dFnaoURCKAxu,P1,472.85114503816794,912,1.282442748091603,17,6.574541984732825,15.81,7.575999999999999,16.68,6,0,4,5,2,3,5,1,4,1,0,1,2,0,14,18,11,67,136,FOCUS - partner
dFnaoURCKAxu,P2,409.03361344537814,852,1.0714285714285714,16,9.090798319327734,16.44,6.519000000000001,15.05,5,0,5,3,5,2,7,0,7,6,0,6,0,0,26,21,2,62,104,FOCUS - yourself
dFnaoUXHi3gQ,P1,2032.6381766381767,4875,3.6524216524216526,16,3.093333333333333,3.22,2.0,2.0,1,0,0,0,0,1,6,3,3,1,1,0,6,2,21,12,9,79,222,FOCUS - yourself
dFnaoUXHi3gQ,P2,2043.2119205298013,4875,3.062913907284768,16,3.22,3.22,2.01,2.01,1,0,0,0,0,1,14,14,0,1,0,1,28,0,17,8,12,75,174,FOCUS - partner
dFnaoUiXJQs3,P1,893.457627118644,1675,2.1898305084745764,12,3.531491525423729,3.66,2.01,2.01,1,0,1,1,0,1,3,2,1,4,0,4,4,0,16,18,11,74,167,FOCUS - partner
dFnaoUiXJQs3,P2,816.3571428571429,1634,1.4206349206349207,12,3.64547619047619,3.66,2.0,2.0,1,0,0,0,0,1,8,8,0,0,0,0,16,0,21,13,14,72,123,FOCUS - partner
e2W9u53Q3zYa,P1,1969.4973684210527,4540,3.955263157894737,20,2.711684210526316,2.75,2.02,2.02,1,0,0,0,1,0,3,3,0,8,3,5,6,6,20,6,112,84,146,FOCUS - partner
e2W9u53Q3zYa,P2,1975.659824046921,4298,3.9208211143695015,20,2.6123167155425224,2.62,2.0,2.0,1,0,0,0,0,1,9,3,6,3,0,3,6,0,6,1,83,82,156,FOCUS - yourself
e2W9u5MkrGuE,P1,2335.3972222222224,4609,4.111111111111111,17,12.712888888888893,17.17,5.306,16.0,2,0,3,0,2,3,2,2,0,4,4,0,4,8,15,2,99,74,159,FOCUS - yourself
e2W9u5MkrGuE,P2,2355.885386819484,4511,3.69054441260745,17,11.963352435530085,15.73,5.163333333333333,11.51,2,0,4,1,3,2,7,0,7,2,0,2,0,0,8,3,69,69,185,FOCUS - partner
e2W9u5RufuUu,P1,920.9126506024096,2256,1.6656626506024097,9,6.412078313253013,25.12,2.7425,4.86,3,0,1,0,1,3,3,3,0,4,2,2,6,4,14,14,75,86,132,FOCUS - yourself
e2W9u5RufuUu,P2,1005.2215384615384,2280,1.7230769230769232,9,11.418092307692305,25.12,5.2128571428571435,12.08,7,0,7,5,2,7,10,1,9,1,0,1,2,0,14,14,38,55,179,FOCUS - yourself
e2W9u5q6uDcZ,P1,1343.5136612021859,3057,3.622950819672131,21,9.118114754098361,9.36,2.5475,4.09,1,0,3,2,1,1,3,3,0,4,4,0,6,8,20,1,102,83,149,FOCUS - partner
e2W9u5q6uDcZ,P2,1334.0144508670521,3057,3.1734104046242773,21,8.942658959537573,9.26,8.805,23.45,2,0,2,0,1,3,11,7,4,4,0,4,14,0,5,3,100,67,152,FOCUS - partner
gzaZ5KFZT2LX,P1,8.939655172413794,68,0.47126436781609193,6,1.8256896551724142,2.96,2.01,2.01,1,0,0,0,1,0,3,1,2,12,9,3,2,18,25,21,100,77,109,FOCUS - yourself
gzaZ5KFZT2LX,P2,8.612179487179487,68,0.42628205128205127,6,1.378076923076923,2.96,2.1510714285714285,3.69,11,0,17,5,10,13,7,3,4,0,0,0,6,0,27,42,27,66,115,FOCUS - partner
gzaZ5KJ5VBbZ,P1,1752.5690789473683,3287,1.881578947368421,10,5.793322368421053,6.27,9.125,28.87,1,0,3,0,4,0,7,7,0,0,0,0,14,0,25,18,5,73,172,FOCUS - yourself
gzaZ5KJ5VBbZ,P2,1700.3081570996978,3287,1.8277945619335347,11,4.40380664652568,6.63,7.9875,25.59,2,0,2,3,0,1,14,12,2,1,1,0,24,2,20,6,61,74,151,FOCUS - partner
gzaZ5KQwHrtt,P1,665.2491467576792,989,1.7747440273037542,12,5.080307167235494,11.08,9.425714285714287,47.21,4,0,3,2,4,1,0,0,0,11,2,9,0,4,19,20,8,66,162,FOCUS - partner
gzaZ5KQwHrtt,P2,624.0243161094224,971,1.6109422492401215,12,2.907021276595745,2.93,2.01,2.02,1,0,1,1,0,1,12,11,1,2,0,2,22,0,21,8,91,79,114,FOCUS - partner
gzaZ5KWFaKrq,P1,363.8097982708934,651,0.8501440922190202,8,0.90685878962536,5.75,2.005,2.01,1,0,1,0,1,1,4,0,4,10,0,10,0,0,20,29,72,79,131,FOCUS - partner
gzaZ5KWFaKrq,P2,345.78005865102637,636,0.8856304985337243,8,2.762052785923754,5.75,2.7258333333333336,7.09,5,0,7,4,3,5,3,0,3,2,0,2,0,0,18,11,104,81,110,FOCUS - yourself
gzaZ5KXmogko,P1,1240.9967426710098,2548,1.6677524429967427,12,2.9306514657980456,9.02,3.5824999999999996,8.29,2,0,2,2,1,1,11,11,0,0,0,0,22,0,23,21,3,67,178,FOCUS - yourself
gzaZ5KXmogko,P2,1086.9653333333333,2548,1.2453333333333334,12,3.276773333333332,9.02,2.07,2.38,3,0,3,3,2,1,9,0,9,0,0,0,0,0,26,12,80,79,163,FOCUS - yourself
gzaZ5KgMiLKO,P1,1344.126712328767,2117,1.8630136986301369,11,1.6091780821917805,4.19,2.324,3.06,2,0,3,1,2,2,1,1,0,5,1,4,2,2,24,14,14,84,145,FOCUS - partner
gzaZ5KgMiLKO,P2,1248.339233038348,2089,1.7256637168141593,11,3.829852507374632,3.95,2.0124999999999997,2.02,1,0,3,0,2,2,7,0,7,3,0,3,0,0,22,16,84,77,126,FOCUS - yourself
gzaZ5KmpHdRP,P1,449.1604584527221,985,1.6074498567335243,13,9.685787965616047,22.11,2.02,2.02,0,0,1,1,0,0,0,0,0,11,9,2,0,18,22,17,105,80,113,FOCUS - yourself
gzaZ5KmpHdRP,P2,437.5730337078652,895,1.651685393258427,15,13.988426966292135,23.51,3.1380952380952376,6.93,7,0,14,5,6,10,2,0,2,2,0,2,0,0,23,14,94,73,127,FOCUS - yourself
gzaZ5KzsibxS,P1,449.6520618556701,731,1.3969072164948453,12,1.8280154639175257,5.79,4.0636363636363635,17.61,5,0,6,0,8,3,5,2,3,10,9,1,4,18,26,15,110,81,130,FOCUS - partner
gzaZ5KzsibxS,P2,447.04545454545456,731,1.3606060606060606,11,1.8200303030303027,5.79,3.056,6.27,2,0,3,1,1,3,8,6,2,6,2,4,12,4,23,15,69,75,129,FOCUS - partner
i0hRyXEFrZqw,P1,809.3248175182482,2161,2.1751824817518246,16,9.27448905109489,16.21,2.99875,5.33,3,0,5,3,4,1,2,2,0,1,0,1,4,0,6,14,28,74,141,FOCUS - partner
i0hRyXNtODhh,P1,1173.252840909091,1963,1.9431818181818181,10,13.14465909090909,19.37,4.7245454545454555,23.98,5,0,6,3,4,4,9,5,4,0,0,0,10,0,10,9,78,73,162,FOCUS - yourself
i0hRyXNtODhh,P2,1241.5498154981549,1967,1.944649446494465,10,5.43269372693727,14.58,8.244000000000002,22.78,3,0,2,4,1,0,5,4,1,5,5,0,8,10,22,9,26,59,140,FOCUS - partner
i0hRyXnqjH8m,P1,1262.6371191135734,2288,2.371191135734072,15,6.283628808864266,9.62,4.0775,10.29,2,0,2,3,1,0,7,2,5,2,0,2,4,0,13,10,91,83,151,FOCUS - partner
i0hRyXnqjH8m,P2,1319.265780730897,2288,2.2857142857142856,15,5.4869102990033225,9.62,5.217499999999999,22.74,5,0,3,2,4,2,5,5,0,9,9,0,10,18,20,5,38,65,151,FOCUS - partner
i0hRyXsZuRVx,P1,1366.3649025069637,2911,2.883008356545961,14,6.991810584958218,33.64,8.126,46.69,3,0,7,5,4,1,2,2,0,1,1,0,4,2,13,11,70,83,169,FOCUS - yourself
i0hRyXsZuRVx,P2,1283.321299638989,2911,3.0108303249097474,14,3.3088447653429616,4.82,3.2266666666666666,9.31,1,0,5,2,2,2,3,0,3,2,0,2,0,0,16,6,21,64,159,FOCUS - yourself
m1usnGNf6MDJ,P1,735.6546052631579,1201,1.2796052631578947,10,6.431414473684211,8.44,3.201428571428571,8.37,4,0,3,1,4,2,8,2,6,1,0,1,4,0,11,18,52,65,142,FOCUS - partner
m1usnGNf6MDJ,P2,793.0391061452514,1201,1.488826815642458,10,6.881117318435754,8.44,3.49,9.08,6,0,5,4,4,3,6,5,1,8,6,2,10,12,21,10,77,84,141,FOCUS - partner
m1usnGW9MK3b,P1,1179.2215568862275,2517,2.1137724550898205,12,6.733622754491017,7.86,3.4927272727272727,7.95,5,0,6,2,4,5,7,4,3,6,0,6,8,0,9,14,39,74,174,FOCUS - partner
m1usnGW9MK3b,P2,1134.9522471910113,2517,1.8932584269662922,12,3.577724719101124,7.46,2.7022222222222223,7.0,5,0,4,4,1,4,7,1,6,1,0,1,2,0,19,11,74,79,156,FOCUS - yourself
m1usnGaZ4mQ7,P1,390.0113636363636,671,0.9801136363636364,8,4.126619318181818,10.99,2.01,2.01,1,0,1,1,0,1,3,3,0,1,1,0,6,2,8,27,53,78,180,FOCUS - yourself
m1usnGaZ4mQ7,P2,404.58666666666664,671,1.13,8,5.0707,11.6,2.8346153846153843,7.07,7,0,6,5,4,4,3,0,3,2,0,2,0,0,16,20,28,79,139,FOCUS - yourself
m1usnGfRRZZm,P1,444.0933852140078,678,0.9182879377431906,7,1.236342412451362,2.62,2.0149999999999997,2.02,2,0,0,0,2,0,0,0,0,2,1,1,0,2,5,22,24,77,125,FOCUS - yourself
m1usnGfRRZZm,P2,450.4508670520231,691,1.19364161849711,6,2.560115606936417,3.15,2.01,2.02,3,0,1,3,1,0,5,4,1,9,7,2,8,14,18,16,92,79,123,FOCUS - partner
qn3l5oak2xl1,P1,861.7955974842768,1357,1.248427672955975,9,3.217861635220125,5.83,4.199999999999999,12.72,11,0,5,6,6,4,11,10,1,0,0,0,20,0,18,13,61,70,129,FOCUS - yourself
qn3l5oak2xl1,P2,896.7388535031847,1361,1.2420382165605095,9,2.809999999999999,2.81,2.02,2.02,1,0,0,0,0,1,3,3,0,12,10,2,6,20,19,16,46,69,148,FOCUS - partner
qn3l5oboEyx5,P1,1670.7602339181287,2897,1.9210526315789473,12,4.247923976608187,11.95,3.2514285714285713,8.04,7,0,7,6,3,5,8,8,0,1,1,0,16,2,21,15,41,74,168,FOCUS - yourself
qn3l5oboEyx5,P2,1644.7541528239203,2833,1.9069767441860466,12,6.758239202657808,12.69,4.2736363636363635,20.47,6,0,5,4,3,4,0,0,0,1,0,1,0,0,12,9,26,78,164,FOCUS - yourself
qn3l5oian3Us,P1,1123.5621118012423,2221,2.027950310559006,10,3.792422360248447,5.78,12.416,31.85,2,0,3,3,0,2,3,3,0,5,0,5,6,0,15,13,66,73,142,FOCUS - partner
qn3l5oian3Us,P2,1106.2961672473868,2221,2.2369337979094075,10,3.1073519163763055,3.33,4.46,7.12,2,0,2,0,2,2,1,0,1,3,0,3,0,0,9,5,70,67,128,FOCUS - yourself
