study_id,score,combo,event_type,event_actuator,event_receiver,elapse_time,distance_between_players,distance_trend,movement_trend
0,835,3,EnemyHit,P1,P1Enemy,121,58.67,None,None
0,835,3,EnemyHit,P1,P1Enemy,121,58.67,None,None
0,835,4,EnemyKill,P1,P1Enemy,121,58.66,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.66,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.65,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.65,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.65,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.65,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.65,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.64,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.64,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.64,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.64,None,None
0,835,4,EnemyHit,P2,P2Enemy,121,58.64,None,None
0,835,4,EnemyHit,P1,P1Enemy,121,58.61,None,None
0,835,4,EnemyHit,P2,P2Enemy,121,58.62,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.49,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.49,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.49,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.49,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.48,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.48,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.48,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.47,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.47,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.47,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.47,None,None
0,847,4,EnemyHit,P2,P2Enemy,122,58.47,None,None
0,855,4,EnemyHit,P2,P2Enemy,122,58.46,None,None
0,855,4,EnemyHit,P2,P2Enemy,122,58.46,None,None
0,855,4,EnemyHit,P2,P2Enemy,122,58.45,None,None
0,855,5,EnemyKill,P1,P1Enemy,122,58.43,None,None
0,860,5,BulletMiss,P2,P2Enemy,122,58.44,None,None
0,860,5,EnemyHit,P2,P2Enemy,123,58.40,None,None
0,860,5,EnemyHit,P2,P2Enemy,123,58.37,None,None
0,920,5,SecondaryAttack,P2,P2Enemy,124,58.28,None,None
0,926,0,EnemyHit,P2,P2Enemy,125,58.27,None,None
0,926,0,EnemyHit,P2,P2Enemy,125,58.27,None,None
0,926,0,SecondaryAttack,P1,P1Enemy,126,58.33,None,None
0,926,1,EnemyKill,P1,P1Enemy,126,58.31,None,None
0,926,2,EnemyKill,P1,P1Enemy,126,58.28,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.26,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.25,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.23,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.23,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.23,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.23,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.21,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.21,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.19,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.19,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.19,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.19,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.17,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.17,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.15,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.13,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.03,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.03,None,None
0,926,2,EnemyHit,P1,P1Enemy,126,58.03,None,None
0,944,1,EnemyKill,P2,P2Enemy,128,56.15,None,None
0,944,1,EnemyHit,P2,P2Enemy,128,55.85,None,None
0,944,1,EnemyHit,P1,P1Enemy,129,55.67,None,None
0,944,1,EnemyHit,P1,P1Enemy,129,55.66,None,None
0,944,1,EnemyHit,P1,P1Enemy,129,55.66,None,None
0,944,1,EnemyHit,P1,P1Enemy,129,55.64,None,None
0,944,1,EnemyHit,P1,P1Enemy,129,55.64,None,None
0,934,0,GettingHit,P1Enemy,P1,129,55.38,None,None
0,934,0,EnemyHit,P1,P1Enemy,129,55.33,None,None
0,934,0,EnemyHit,P2,P2Enemy,129,55.29,None,None
0,934,0,EnemyHit,P1,P1Enemy,129,55.29,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.26,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.26,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.25,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.19,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.17,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.17,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.08,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.08,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.08,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.05,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.05,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.05,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.05,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.03,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.00,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,55.00,None,None
0,934,0,EnemyHit,P2,P2Enemy,130,54.94,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,54.87,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,54.49,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,54.41,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,54.41,None,None
0,934,0,EnemyHit,P1,P1Enemy,130,54.33,None,None
0,934,0,EnemyKill,P1,P1Enemy,131,54.06,None,None
0,934,0,EnemyHit,P2,P2Enemy,131,53.84,None,None
0,934,0,EnemyKill,P2,P2Enemy,131,53.84,None,None
0,934,0,EnemyHit,P2,P2Enemy,131,53.80,None,None
0,934,0,EnemyHit,P2,P2Enemy,131,53.73,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.11,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.06,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.04,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.04,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.01,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.01,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,53.01,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.98,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.98,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.98,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.98,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.98,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.96,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.96,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.93,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.93,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.91,None,None
0,934,0,EnemyKill,P2,P2Enemy,132,52.83,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.83,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.83,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.80,None,None
0,934,0,EnemyHit,P2,P2Enemy,132,52.80,None,None
0,934,0,EnemyHit,P2,P2Enemy,133,52.19,None,None
0,934,0,EnemyHit,P2,P2Enemy,133,52.09,None,None
0,934,0,EnemyHit,P2,P2Enemy,133,52.02,None,None
0,934,0,EnemyHit,P2,P2Enemy,133,51.99,None,None
0,934,0,EnemyHit,P2,P2Enemy,133,51.99,None,None
0,939,0,EnemyHit,P2,P2Enemy,133,51.92,None,None
0,939,0,EnemyHit,P2,P2Enemy,133,51.92,None,None
0,940,0,EnemyHit,P2,P2Enemy,133,51.85,None,None
0,940,1,EnemyKill,P2,P2Enemy,133,51.77,None,None
0,940,1,EnemyHit,P2,P2Enemy,133,51.69,None,None
0,946,1,EnemyHit,P2,P2Enemy,133,51.63,None,None
0,946,2,EnemyKill,P2,P2Enemy,134,50.94,None,None
0,952,2,SecondaryAttack,P2,P2Enemy,134,50.82,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.73,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.71,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.69,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.69,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.69,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.68,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.68,None,None
0,952,2,SecondaryAttack,P1,P1Enemy,134,50.65,None,None
0,952,2,EnemyHit,P1,P1Enemy,134,50.64,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.66,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.66,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.66,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.65,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.65,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.65,None,None
0,952,2,EnemyHit,P1,P1Enemy,134,50.62,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.65,None,None
0,952,2,EnemyHit,P2,P2Enemy,134,50.63,None,None
0,952,2,EnemyHit,P1,P1Enemy,134,50.61,None,None
0,952,2,EnemyHit,P1,P1Enemy,134,50.61,None,None
0,952,2,EnemyHit,P1,P1Enemy,135,50.59,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,2,EnemyHit,P1,P1Enemy,135,50.59,None,None
0,952,2,EnemyHit,P1,P1Enemy,135,50.59,None,None
0,952,2,EnemyHit,P1,P1Enemy,135,50.59,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,2,EnemyHit,P2,P2Enemy,135,50.61,None,None
0,952,3,EnemyKill,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P2,P2Enemy,135,50.60,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P2,P2Enemy,135,50.60,None,None
0,952,3,EnemyHit,P2,P2Enemy,135,50.60,None,None
0,952,3,EnemyHit,P1,P1Enemy,135,50.57,None,None
0,952,3,EnemyHit,P2,P2Enemy,135,50.60,None,None
0,952,3,EnemyHit,P2,P2Enemy,135,50.60,None,None
0,922,0,GettingHit,P1Enemy,P1,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.58,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.58,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.58,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.56,None,None
0,922,0,EnemyKill,P1,P1Enemy,135,50.55,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.57,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.57,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.55,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.55,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.55,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.55,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.56,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.54,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.54,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.56,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.56,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.53,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.52,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.52,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.54,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.51,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.53,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.51,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.53,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.53,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.51,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.51,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.52,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.52,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.52,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.52,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.51,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.50,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.50,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.50,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.50,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.50,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.51,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.51,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.50,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.50,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.47,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.47,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.47,None,None
0,922,0,EnemyHit,P1,P1Enemy,135,50.43,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.42,None,None
0,922,0,EnemyHit,P2,P2Enemy,135,50.42,None,None
0,922,0,EnemyHit,P2,P2Enemy,136,49.84,None,None
0,922,0,Nerf,P2,P2Enemy,136,49.48,None,None
0,922,0,EnemyKill,P2,P2Enemy,136,49.44,None,None
0,922,1,EnemyKill,P2,P2Enemy,138,48.89,None,None
0,915,0,GettingHit,P1Enemy,P1,139,48.74,None,None
0,915,0,EnemyHit,P2,P2Enemy,139,48.64,None,None
0,915,0,EnemyHit,P2,P2Enemy,139,48.63,None,None
0,915,0,EnemyHit,P2,P2Enemy,139,48.61,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.56,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.55,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.55,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.54,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.54,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.51,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.50,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.50,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.48,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.48,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.48,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.46,None,None
0,915,0,EnemyHit,P2,P2Enemy,140,48.43,None,None
0,915,0,EnemyKill,P2,P2Enemy,140,48.43,None,None
0,915,0,EnemyKill,P2,P2Enemy,140,48.41,None,None
0,905,0,GettingHit,P2Enemy,P2,140,48.39,None,None
0,905,0,SecondaryAttack,P1,P1Enemy,140,48.23,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.21,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.21,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.18,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyKill,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyKill,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyKill,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyKill,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyKill,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P2,P2Enemy,140,48.18,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,140,48.16,None,None
0,905,0,EnemyHit,P1,P1Enemy,141,48.17,None,None
0,905,0,EnemyKill,P2,P2Enemy,141,48.18,None,None
0,905,0,EnemyHit,P1,P1Enemy,141,48.17,None,None
0,905,0,EnemyHit,P1,P1Enemy,141,48.17,None,None
0,905,0,EnemyKill,P2,P2Enemy,141,48.02,None,None
0,905,1,EnemyKill,P1,P1Enemy,142,47.83,None,None
0,895,0,GettingHit,P1Enemy,P1,142,47.80,None,None
0,895,0,EnemyHit,P1,P1Enemy,142,47.76,None,None
0,895,0,EnemyHit,P1,P1Enemy,142,47.73,None,None
0,895,0,EnemyHit,P1,P1Enemy,142,47.73,None,None
0,895,0,EnemyHit,P1,P1Enemy,143,47.70,None,None
0,895,0,EnemyHit,P1,P1Enemy,143,47.70,None,None
0,895,0,EnemyHit,P1,P1Enemy,143,47.64,None,None
0,895,0,EnemyHit,P1,P1Enemy,143,47.61,None,None
0,895,0,EnemyHit,P2,P2Enemy,143,47.62,None,None
0,895,0,EnemyHit,P1,P1Enemy,143,47.58,None,None
0,895,0,EnemyHit,P2,P2Enemy,143,47.51,None,None
0,904,1,EnemyKill,P2,P2Enemy,144,47.36,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.32,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.31,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.31,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.31,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.31,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.25,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.25,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.23,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.19,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.12,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.12,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.12,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.12,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.08,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.08,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,47.03,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,46.90,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,46.90,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,46.85,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,46.85,None,None
0,904,1,EnemyHit,P1,P1Enemy,144,46.80,None,None
0,904,1,EnemyHit,P1,P1Enemy,145,46.52,None,None
0,904,2,EnemyKill,P2,P2Enemy,145,46.54,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,46.01,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.82,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.82,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.68,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.68,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.45,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.36,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.36,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.27,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.22,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.22,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,45.08,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,44.98,None,None
0,904,2,EnemyHit,P1,P1Enemy,145,44.98,None,None
0,904,2,EnemyHit,P1,P1Enemy,146,44.61,None,None
0,904,2,EnemyHit,P1,P1Enemy,146,44.61,None,None
0,904,2,EnemyHit,P1,P1Enemy,146,44.37,None,None
0,884,0,GettingHit,P1Enemy,P1,146,44.37,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,44.07,None,None
0,884,0,EnemyHit,P1,P1Enemy,146,44.05,None,None
0,884,0,EnemyHit,P1,P1Enemy,146,43.96,None,None
0,884,0,EnemyHit,P1,P1Enemy,146,43.96,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,43.18,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,43.13,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,43.13,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,43.04,None,None
0,884,0,EnemyHit,P2,P2Enemy,146,42.90,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.76,None,None
0,884,0,EnemyKill,P2,P2Enemy,147,42.58,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.40,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.40,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.36,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.32,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.32,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.27,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.19,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.14,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.14,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.10,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.01,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,42.01,None,None
0,884,0,Nerf,P1,P1Enemy,147,41.90,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,41.89,None,None
0,884,0,EnemyKill,P2,P2Enemy,147,41.80,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,41.67,None,None
0,884,0,EnemyHit,P2,P2Enemy,147,41.41,None,None
0,884,0,SecondaryAttack,P1,P1Enemy,147,41.09,None,None
0,884,0,EnemyKill,P1,P1Enemy,147,41.00,None,None
0,884,0,EnemyHit,P1,P1Enemy,147,41.00,None,None
0,884,0,EnemyKill,P1,P1Enemy,148,40.96,None,None
0,884,0,EnemyHit,P1,P1Enemy,148,40.96,None,None
0,884,0,EnemyHit,P1,P1Enemy,148,40.91,None,None
0,884,0,EnemyHit,P1,P1Enemy,148,40.91,None,None
0,884,0,EnemyHit,P2,P2Enemy,148,40.94,None,None
0,884,0,EnemyHit,P1,P1Enemy,148,40.91,None,None
0,884,0,EnemyKill,P1,P1Enemy,148,40.87,None,None
0,884,0,EnemyKill,P2,P2Enemy,148,40.89,None,None
0,884,0,EnemyHit,P2,P2Enemy,148,40.89,None,None
